ChEBI	Count	TFIDF	Names	Mass	logP	Class
28510	1	1	pelargonidin chloride	306.69754	0.397	['38696', '38695', '36094', '47916', '23114', '51069', '72544', '33958', '23117', '24868', '50860', '25806', '24866', '37578', '24471', '33582', '33304', '37577', '24471', '33675', '33675', '36357', '33579', '33579', '23367', '23367', '24431', '24431']
28527	1	1	rutin	610.51750	-0.141	['63353', '64621', '38684', '26587', '63299', '76424', '24698', '26548', '78616', '50018', '24043', '33822', '24400', '36963', '24043', '24400', '47916', '24651', '50860', '63161', '36962', '25806', '47916', '63161', '72544', '33608', '37577', '33582', '63299', '33285', '33304', '72544', '63299', '50860', '25806', '33674', '36357', '33675', '78616', '50860', '33675', '25806', '78616', '33582', '33304', '33579', '23367', '36963', '33582', '33579', '33304', '36963', '33675', '23367', '24431', '36962', '25806', '33675', '23367', '36962', '25806', '33579', '24431', '33285', '33304', '33579', '24431', '33285', '33304', '23367', '50860', '33675', '23367', '50860', '33675', '24431', '33582', '33579', '24431', '33582', '33579', '33675', '23367', '33675', '23367', '33579', '24431', '33579', '24431', '23367', '23367', '24431', '24431']
28544	1	2	digitoxin	764.93910	2.09	['38092', '74634', '83970', '50523', '26766', '24400', '37581', '24129', '25000', '35341', '63161', '25000', '38104', '25693', '33308', '35701', '51958', '18059', '63299', '33308', '38104', '35701', '24532', '36963', '33670', '36586', '33832', '33635', '50860', '78616', '36586', '35701', '24532', '36963', '33285', '5686', '33832', '36962', '25806', '33661', '36587', '72695', '33595', '33582', '36587', '36963', '33285', '5686', '33832', '36962', '25806', '50860', '33595', '72695', '33304', '25367', '33675', '72695', '36962', '25806', '50860', '33595', '33285', '33304', '33582', '25367', '33675', '36357', '33579', '50860', '25367', '33285', '33304', '33582', '33675', '36357', '33579', '23367', '33582', '36357', '50860', '33675', '33579', '23367', '24431', '33675', '23367', '33582', '33579', '24431', '33579', '24431', '33675', '23367', '23367', '33579', '24431', '24431', '23367', '24431']
28546	1	2	4-fluoroaniline	111.11690	1.44	['50471', '24069', '32877', '33860', '37143', '48975', '50994', '32952', '33659', '50047', '17792', '24062', '22562', '50047', '33655', '33832', '35352', '50860', '33285', '37578', '24471', '33860', '22712', '35352', '50860', '33595', '72695', '33285', '51143', '33582', '24471', '37577', '33675', '33659', '50047', '33836', '33285', '51143', '33582', '25367', '50860', '33302', '33675', '36357', '33579', '33655', '33832', '35352', '33659', '33598', '50860', '33302', '33675', '36357', '33582', '33579', '23367', '33595', '72695', '33285', '51143', '33655', '33832', '33597', '33582', '33675', '33579', '23367', '24431', '25367', '50860', '33302', '33595', '72695', '33675', '33579', '23367', '24431', '36357', '33582', '25367', '50860', '33579', '23367', '24431', '33675', '36357', '33582', '23367', '24431', '33579', '33675', '24431', '23367', '33579', '24431', '23367', '24431']
28568	6	7	piperazine	86.13568	-1.23	['36389', '37949', '26144', '36388', '25693', '38101', '35552', '24532', '33670', '35352', '33245', '33285', '5686', '33832', '33661', '51143', '50860', '37175', '33595', '72695', '33302', '33582', '33692', '25367', '50860', '33675', '33675', '33608', '37577', '36357', '33582', '33579', '33579', '33674', '36357', '23367', '33675', '23367', '33579', '24431', '24431', '23367', '24431']
28586	1	2	verbascose	828.71830	-2.37	['35369', '74961', '50699', '16646', '78616', '36963', '36962', '25806', '33285', '33304', '50860', '33675', '33582', '33579', '33675', '23367', '33579', '24431', '23367', '24431']
28591	4	5	guaiacol	124.13722	1.34	['134251', '25235', '33853', '51683', '33659', '33822', '35618', '22712', '33655', '33832', '24651', '50860', '25698', '33659', '33836', '33595', '72695', '25806', '33608', '37577', '33582', '36963', '33655', '33832', '33659', '33598', '25367', '50860', '33304', '33674', '36357', '33675', '36962', '25806', '33595', '72695', '33655', '33832', '33597', '36357', '33582', '33675', '33579', '23367', '33285', '33304', '25367', '50860', '33595', '72695', '23367', '33675', '33579', '24431', '50860', '33675', '36357', '33582', '25367', '24431', '33579', '23367', '33582', '33579', '23367', '33675', '36357', '24431', '33675', '23367', '24431', '33579', '33579', '24431', '23367', '23367', '24431', '24431']
28593	1	1	quinidine	324.41680	3.1	['51323', '26509', '22315', '35352', '33285', '51143', '50860', '33302', '33582', '33675', '33675', '33579', '33579', '23367', '23367', '24431', '24431']
28619	4	4	acrylamide	71.07794	-0.541	['83628', '140324', '22216', '37622', '51751', '36963', '35352', '33256', '51750', '78840', '36962', '25806', '33285', '51143', '32988', '37622', '50860', '33285', '33304', '50860', '33302', '51143', '36963', '35352', '33256', '33582', '50860', '33675', '33582', '33302', '36962', '25806', '33285', '51143', '32988', '33582', '33579', '33675', '33285', '33304', '50860', '33302', '51143', '33675', '23367', '33579', '50860', '33582', '33302', '33579', '24431', '23367', '33582', '33675', '23367', '24431', '33675', '33579', '24431', '33579', '23367', '23367', '24431', '24431']
28623	7	10	campesterol	400.68012	8.7	['26125', '35348', '1722', '15889', '26124', '36836', '36834', '35350', '35681', '35350', '33822', '35341', '30879', '33822', '35341', '24651', '50860', '51958', '18059', '24651', '50860', '51958', '18059', '25806', '33608', '37577', '33582', '33832', '33635', '25806', '33608', '37577', '33582', '33832', '33635', '50860', '33304', '33674', '36357', '33675', '72695', '33595', '33304', '33674', '36357', '33675', '72695', '33595', '33582', '33579', '23367', '50860', '25367', '33675', '33579', '23367', '50860', '25367', '24431', '33582', '36357', '33579', '23367', '24431', '33582', '36357', '33675', '23367', '24431', '33675', '33579', '24431', '33579', '23367', '23367', '24431', '24431']
28626	1	1	1H-indol-3-amine	132.16260	1.26	['50395', '24828', '22728', '27171', '38101', '38180', '33672', '38166', '24532', '35352', '33833', '33636', '5686', '24532', '33671', '33285', '33832', '51143', '33659', '33595', '33285', '5686', '33832', '33635', '50860', '72695', '33302', '33655', '25367', '50860', '33595', '72695', '33582', '33675', '36357', '33582', '25367', '50860', '33675', '33579', '23367', '33675', '36357', '33582', '33579', '24431', '33579', '23367', '33675', '23367', '24431', '33579', '24431', '23367', '24431']
28683	11	13	kynurenine	208.21396	-1.95	['48975', '76224', '83925', '22562', '17087', '83820', '33704', '33860', '22712', '36586', '33709', '33659', '50047', '33836', '36587', '36963', '33575', '33655', '33832', '35352', '50860', '33659', '33598', '72695', '36962', '25806', '36586', '35605', '64709', '33595', '72695', '33285', '51143', '33582', '33655', '33832', '33597', '50860', '25367', '33304', '36587', '36963', '24833', '25367', '50860', '33302', '33675', '33595', '72695', '33582', '36357', '36962', '25806', '24651', '36357', '33582', '33675', '33579', '25367', '50860', '23367', '33285', '33304', '25806', '33608', '37577', '23367', '33675', '33579', '36357', '33582', '24431', '50860', '33304', '33674', '24431', '33579', '23367', '33675', '33582', '23367', '24431', '33579', '33675', '24431', '23367', '33579', '24431', '23367', '24431']
28689	4	5	dehydroepiandrosterone	288.42440	3.37	['19168', '50402', '1722', '35789', '3992', '35341', '36836', '17087', '35341', '51958', '18059', '36834', '35681', '36586', '51958', '18059', '33832', '33635', '50860', '35350', '30879', '36587', '36963', '33832', '33635', '50860', '72695', '33595', '33582', '33822', '35341', '72695', '36962', '25806', '33595', '33582', '50860', '25367', '33675', '24651', '51958', '18059', '50860', '25367', '33285', '33304', '33675', '33582', '36357', '33579', '25806', '33608', '37577', '33832', '33635', '33582', '36357', '50860', '33675', '33579', '23367', '33304', '33674', '72695', '33595', '33675', '23367', '33582', '33579', '24431', '50860', '25367', '33579', '24431', '33675', '23367', '33582', '36357', '23367', '33579', '24431', '33675', '24431', '23367', '33579', '24431', '23367', '24431']
28697	1	2	21-deoxycortisol	346.467	2.2	['35346', '138141', '139592', '23618', '36841', '61313', '35342', '139588', '26878', '36885', '47909', '35350', '35341', '36838', '52396', '30879', '35789', '51689', '47788', '33822', '35341', '51958', '18059', '35350', '52395', '17087', '51721', '78840', '3992', '35789', '24651', '50860', '51958', '18059', '33832', '33635', '33822', '35341', '17087', '36586', '25806', '33608', '37577', '33582', '33832', '33635', '50860', '72695', '33595', '24651', '51958', '18059', '36586', '36587', '36963', '33304', '33674', '36357', '33675', '72695', '33595', '33582', '50860', '25367', '25806', '33608', '37577', '33832', '33635', '36587', '36963', '36962', '33675', '33579', '23367', '50860', '25367', '33582', '36357', '33304', '33674', '72695', '33595', '36962', '25806', '33285', '33579', '23367', '24431', '33582', '36357', '33675', '50860', '25367', '33285', '33304', '23367', '24431', '33675', '33579', '33582', '36357', '50860', '24431', '33579', '23367', '33675', '33582', '23367', '24431', '33579', '33675', '24431', '23367', '33579', '24431', '23367', '24431']
28705	24	41	narirutin	580.53458	-0.303	['63353', '38749', '140331', '140377', '26587', '63299', '24697', '28863', '26548', '78616', '28863', '33822', '38672', '3992', '24400', '36963', '38672', '3992', '24651', '50860', '47916', '38443', '26004', '17087', '63161', '36962', '25806', '47916', '38443', '26004', '17087', '33608', '37577', '33582', '72544', '22727', '33659', '36586', '63299', '33285', '33304', '72544', '22727', '33659', '36586', '33674', '36357', '33675', '50860', '25806', '38104', '38166', '33655', '33832', '36587', '36963', '78616', '50860', '33675', '25806', '38104', '38166', '33655', '33832', '36587', '36963', '33579', '23367', '33582', '33304', '24532', '33671', '33595', '72695', '36962', '33582', '33579', '33304', '24532', '36963', '33671', '33595', '72695', '36962', '25806', '23367', '24431', '33675', '33285', '5686', '33832', '33635', '25367', '50860', '33675', '23367', '33285', '5686', '33832', '36962', '25806', '33635', '25367', '50860', '33304', '24431', '33579', '33595', '72695', '36357', '33582', '33579', '24431', '50860', '33595', '72695', '33285', '33304', '36357', '33582', '33675', '23367', '25367', '23367', '33582', '25367', '50860', '33675', '33579', '24431', '36357', '24431', '33675', '36357', '33582', '33579', '23367', '33579', '23367', '33675', '24431', '23367', '24431', '33579', '24431', '23367', '24431']
28709	12	22	eriocitrin	596.53398	-0.408	['63353', '48024', '38739', '72730', '140331', '26587', '63299', '24697', '28863', '24400', '26548', '78616', '28863', '33822', '38672', '3992', '63161', '24400', '36963', '38672', '3992', '24651', '50860', '47916', '38443', '26004', '17087', '63299', '63161', '36962', '25806', '47916', '38443', '26004', '17087', '33608', '37577', '33582', '72544', '22727', '33659', '36586', '78616', '63299', '33285', '33304', '72544', '22727', '33659', '36586', '33674', '36357', '33675', '50860', '25806', '38104', '38166', '33655', '33832', '36587', '36963', '78616', '50860', '33675', '25806', '38104', '38166', '33655', '33832', '36587', '36963', '33579', '23367', '33582', '33304', '24532', '33671', '33595', '72695', '36962', '33582', '33579', '33304', '24532', '36963', '33671', '33595', '72695', '36962', '25806', '23367', '24431', '33675', '33285', '5686', '33832', '33635', '25367', '50860', '33675', '23367', '33285', '5686', '33832', '36962', '25806', '33635', '25367', '50860', '33304', '24431', '33579', '33595', '72695', '36357', '33582', '33579', '24431', '50860', '33595', '72695', '33285', '33304', '36357', '33582', '33675', '23367', '25367', '23367', '33582', '25367', '50860', '33675', '33579', '24431', '36357', '24431', '33675', '36357', '33582', '33579', '23367', '33579', '23367', '33675', '24431', '23367', '24431', '33579', '24431', '23367', '24431']
28716	8	11	(9Z)-hexadecenoic acid	254.409	6.74	['72004', '24548', '25413', '15904', '59202', '53339', '27208', '35366', '78840', '35366', '25384', '18059', '50860', '25384', '18059', '33575', '50860', '33582', '33575', '50860', '36586', '35605', '64709', '33582', '33675', '36586', '35605', '64709', '33582', '36587', '36963', '24833', '50860', '33675', '33579', '36587', '36963', '24833', '50860', '33675', '72695', '36962', '25806', '24651', '33582', '33579', '23367', '72695', '36962', '25806', '24651', '33582', '33579', '50860', '25367', '33285', '33304', '33608', '37577', '33675', '23367', '24431', '50860', '25367', '33285', '33304', '25806', '33608', '37577', '33675', '23367', '33582', '36357', '33674', '33579', '24431', '33582', '36357', '50860', '33675', '33304', '33674', '33579', '24431', '23367', '33675', '23367', '33582', '33579', '24431', '33579', '24431', '33675', '23367', '23367', '33579', '24431', '24431', '23367', '24431']
28747	5	8	picolinic acid	123.10940	0.861	['26420', '25384', '26421', '33859', '33575', '25693', '38101', '33659', '36586', '35605', '64709', '24532', '33670', '35352', '33655', '33832', '36587', '36963', '24833', '50860', '33285', '5686', '33832', '33661', '51143', '33595', '72695', '72695', '36962', '25806', '24651', '33582', '50860', '33595', '33302', '25367', '50860', '25367', '33285', '33304', '25806', '33608', '37577', '33675', '33582', '36357', '33582', '36357', '50860', '33675', '33304', '33674', '33579', '23367', '33675', '23367', '33582', '33579', '24431', '33579', '24431', '33675', '23367', '23367', '33579', '24431', '24431', '23367', '24431']
28768	1	1	p-cymene	134.21816	4.29	['27024', '35187', '22712', '35186', '33836', '24632', '24913', '33659', '33598', '33245', '18059', '50860', '33655', '33832', '33597', '50860', '37175', '33582', '33595', '72695', '33582', '33692', '33675', '25367', '50860', '33675', '33608', '37577', '33579', '36357', '33582', '33579', '33674', '23367', '23367', '33675', '33579', '24431', '24431', '33579', '23367', '23367', '24431', '24431']
28777	4	6	liquiritigenin	256.25340	2.66	['136678', '38749', '26195', '140331', '24697', '33853', '28863', '33822', '33659', '38672', '3992', '24651', '50860', '33655', '33832', '47916', '38443', '26004', '17087', '25806', '33608', '37577', '33582', '33595', '72695', '72544', '22727', '33659', '36586', '33304', '33674', '36357', '33675', '25367', '50860', '50860', '25806', '38104', '38166', '33655', '33832', '36587', '36963', '33675', '33579', '23367', '36357', '33582', '33582', '33304', '24532', '36963', '33671', '33595', '72695', '36962', '25806', '33579', '23367', '24431', '33675', '33675', '33285', '5686', '33832', '36962', '25806', '33635', '25367', '50860', '33304', '23367', '24431', '33579', '33579', '50860', '33595', '72695', '33285', '33304', '36357', '33582', '33675', '24431', '23367', '23367', '33582', '25367', '50860', '33675', '33579', '24431', '24431', '33675', '36357', '33582', '33579', '23367', '33579', '23367', '33675', '24431', '23367', '24431', '33579', '24431', '23367', '24431']
