ChEBI	Count	TFIDF	Names	Mass	logP	Class
16450	72	80	2'-deoxyuridine	228.20200	-1.57	['19255', '18274', '68472', '47018', '23636', '26440', '47017', '33838', '39447', '26912', '21731', '61120', '38313', '38104', '25693', '35352', '63161', '63299', '51143', '33833', '38101', '24532', '36963', '33670', '33285', '51143', '63299', '78616', '33302', '33659', '35352', '33285', '5686', '33832', '36962', '25806', '33661', '50860', '33302', '78616', '36963', '33675', '33655', '51143', '50860', '33595', '72695', '33285', '33304', '33582', '33675', '36963', '36962', '25806', '33579', '33302', '33582', '25367', '50860', '33675', '33579', '36962', '25806', '33285', '33304', '23367', '33675', '36357', '33582', '33579', '23367', '33285', '33304', '50860', '24431', '33579', '23367', '33675', '24431', '50860', '33582', '23367', '24431', '33579', '33582', '33675', '24431', '23367', '33675', '33579', '24431', '33579', '23367', '23367', '24431', '24431']
16452	216	267	oxaloacetate(2-)	130.05568	-0.485	['61336', '133294', '28965', '35693', '38716', '29067', '25696', '35406', '25699', '22563', '25741', '33273', '50860', '24870', '25806', '37577', '22563', '36358', '33582', '23367', '33304', '36357', '24870', '33675', '24431', '23367', '33579', '24431', '23367', '24431']
16457	3	5	S,S-dimethyl-beta-propiothetin	134.19770	-0.0297	['35282', '35281', '26830', '27369', '26835', '51151', '33304', '72695', '33675', '50860', '25367', '33579', '33582', '36357', '23367', '33675', '23367', '24431', '33579', '24431', '23367', '24431']
16464	1	2	salicyl alcohol	124.13722	0.486	['33857', '24679', '33854', '15734', '22743', '33853', '33659', '30879', '33854', '33822', '33655', '33832', '33822', '33659', '30879', '24651', '50860', '33595', '72695', '24651', '50860', '33655', '33832', '33822', '25806', '33608', '37577', '33582', '25367', '50860', '25806', '33608', '37577', '33582', '33595', '72695', '24651', '33304', '33674', '36357', '33675', '36357', '33582', '33304', '33674', '33675', '25367', '50860', '25806', '33608', '37577', '33579', '23367', '23367', '33675', '33579', '36357', '33582', '33304', '33674', '24431', '24431', '33579', '23367', '33675', '23367', '24431', '33579', '24431', '23367', '24431']
16467	1	2	L-arginine	174.20100	-4.06	['24318', '83813', '29016', '15705', '15705', '83813', '33575', '35352', '33704', '24436', '26167', '33704', '33575', '35352', '36586', '35605', '64709', '33285', '51143', '33709', '33709', '36586', '35605', '64709', '33285', '51143', '36587', '36963', '24833', '50860', '33302', '50047', '33575', '50047', '33575', '36587', '36963', '24833', '50860', '33302', '72695', '36962', '25806', '24651', '33582', '33675', '35352', '36586', '35605', '64709', '35352', '50860', '36586', '35605', '64709', '72695', '36962', '25806', '24651', '33582', '33675', '25367', '33285', '33304', '33608', '37577', '33579', '51143', '36587', '36963', '24833', '33285', '51143', '33582', '36587', '36963', '24833', '50860', '25367', '33304', '25806', '33608', '37577', '33675', '33579', '36357', '33674', '23367', '33302', '72695', '36962', '24651', '50860', '33302', '33675', '72695', '36962', '25806', '24651', '33582', '36357', '33304', '33674', '33579', '23367', '24431', '25367', '33285', '33608', '37577', '33582', '33675', '33579', '50860', '25367', '33285', '33304', '25806', '33608', '37577', '23367', '24431', '36357', '33674', '33675', '33579', '23367', '33582', '36357', '50860', '33304', '33674', '24431', '33579', '23367', '24431', '33675', '33582', '23367', '24431', '33579', '33675', '24431', '23367', '33579', '24431', '23367', '24431']
16469	7	11	17beta-estradiol	272.38200	3.94	['35343', '23965', '36838', '36834', '35350', '33822', '35341', '24651', '50860', '51958', '18059', '25806', '33608', '37577', '33582', '33832', '33635', '50860', '33304', '33674', '36357', '33675', '72695', '33595', '33582', '33675', '33579', '23367', '50860', '25367', '33579', '23367', '24431', '33582', '36357', '23367', '24431', '33675', '24431', '33579', '23367', '24431']
16471	7	12	(dimethylsulfonio)acetate	120.17112	-0.366	['35282', '35281', '26830', '27369', '26835', '51151', '33304', '72695', '33675', '50860', '25367', '33579', '33582', '36357', '23367', '33675', '23367', '24431', '33579', '24431', '23367', '24431']
16472	1	2	pentan-2-one	86.13230	0.845	['51867', '25892', '17087', '36586', '36587', '36963', '72695', '36962', '25806', '50860', '25367', '33285', '33304', '33582', '36357', '50860', '33675', '33675', '23367', '33582', '33579', '33579', '24431', '33675', '23367', '23367', '33579', '24431', '24431', '23367', '24431']
16474	3	5	NADPH	745.42116	-3.09	['13392', '25523', '25524', '37007', '25527', '47885', '36980', '36976', '36976', '26421', '25608', '25608', '25693', '38101', '25703', '37734', '61120', '25703', '37734', '61120', '24532', '33670', '35352', '26020', '26079', '25710', '35701', '51143', '33833', '26020', '26079', '25710', '35701', '51143', '33833', '33285', '5686', '33832', '33661', '36359', '26082', '36963', '33302', '33659', '24532', '26079', '36359', '26082', '33285', '36963', '33302', '33659', '24532', '50860', '33595', '72695', '33241', '36360', '36962', '25806', '33675', '33655', '33832', '5686', '36359', '33241', '36360', '33302', '50860', '36962', '25806', '33675', '33655', '33832', '33285', '5686', '33582', '25367', '37577', '26082', '33304', '33579', '33595', '72695', '33241', '36360', '37577', '26082', '33675', '33582', '33285', '33304', '33579', '33595', '72695', '50860', '36357', '33302', '23367', '25367', '37577', '26082', '36357', '33302', '33579', '33675', '50860', '23367', '25367', '33582', '24431', '36357', '33302', '23367', '33675', '33579', '33582', '24431', '23367', '33675', '24431', '33579', '24431', '33579', '23367', '23367', '24431', '24431']
16480	135	99	nitric oxide	30.00614	0.052	['35196', '36871', '62764', '26523', '51143', '24836', '26519', '24835', '25806', '33302', '25741', '24835', '23367', '33304', '33675', '25806', '37577', '23367', '24431', '33579', '33304', '36357', '24431', '23367', '33675', '24431', '33579', '23367', '24431']
16482	19	22	naphthalene	128.17052	3.32	['35426', '25477', '35296', '35428', '36785', '33836', '33848', '35427', '33637', '36785', '35294', '33636', '33659', '33598', '33658', '33666', '33637', '35293', '35294', '33636', '33598', '35295', '33595', '33655', '33832', '33597', '33663', '33659', '35294', '35293', '33635', '33598', '35295', '33595', '33597', '33832', '25367', '72695', '24632', '33598', '33655', '33832', '35295', '33635', '33595', '33597', '25367', '72695', '36357', '50860', '33245', '33597', '33832', '33595', '72695', '33635', '25367', '36357', '50860', '23367', '33582', '50860', '37175', '33595', '72695', '25367', '36357', '23367', '33582', '24431', '33675', '33582', '33692', '25367', '50860', '36357', '23367', '24431', '33675', '33579', '33675', '33608', '37577', '36357', '33582', '23367', '24431', '33579', '33579', '33674', '36357', '23367', '33675', '24431', '23367', '33579', '24431', '24431', '23367', '24431']
16486	2	3	cyclopentanone	84.11642	0.496	['36140', '36132', '3992', '17087', '36586', '36587', '36963', '72695', '36962', '25806', '50860', '25367', '33285', '33304', '33582', '36357', '50860', '33675', '33675', '23367', '33582', '33579', '33579', '24431', '33675', '23367', '23367', '33579', '24431', '24431', '23367', '24431']
16489	4	8	lumazine	164.12172	-0.417	['73186', '23792', '26373', '74818', '27171', '38101', '33833', '33822', '33659', '33672', '38166', '24532', '35352', '33659', '24651', '50860', '33655', '33832', '33636', '5686', '24532', '33671', '33285', '33832', '51143', '33655', '25806', '33608', '37577', '33582', '33595', '72695', '33595', '33285', '5686', '33832', '33635', '50860', '72695', '33302', '33304', '33674', '36357', '33675', '25367', '25367', '50860', '33595', '72695', '33582', '33675', '33579', '23367', '36357', '36357', '33582', '25367', '50860', '33675', '33579', '23367', '24431', '23367', '33675', '36357', '33582', '33579', '24431', '24431', '33579', '23367', '33675', '23367', '24431', '33579', '24431', '23367', '24431']
16497	2	4	dGTP	507.18122	-3.47	['37042', '63573', '23625', '26389', '26390', '16381', '61292', '25608', '26393', '16516', '26395', '19260', '37016', '25703', '37734', '61120', '17326', '36976', '26401', '47018', '19569', '4431', '16701', '19260', '26020', '26079', '25710', '35701', '51143', '33833', '25608', '35875', '47017', '23634', '36976', '29075', '47018', '19569', '4431', '26079', '36359', '26082', '33285', '36963', '33302', '33659', '24532', '25703', '37734', '61120', '27171', '38101', '33833', '26912', '25900', '25608', '36976', '47017', '23634', '36359', '33241', '36360', '33302', '50860', '36962', '25806', '33675', '33655', '33832', '33285', '5686', '26020', '26079', '25710', '35701', '51143', '33833', '33672', '38166', '24532', '35352', '33659', '38104', '25693', '35131', '84055', '25703', '37734', '61120', '25608', '26912', '25900', '33241', '36360', '37577', '26082', '33675', '33582', '33285', '33304', '33579', '33595', '72695', '50860', '26079', '36359', '26082', '33285', '36963', '33302', '33659', '24532', '33636', '5686', '33671', '33832', '51143', '33655', '33670', '33447', '63409', '26020', '25710', '35701', '33833', '25703', '37734', '61120', '38104', '25693', '35131', '84055', '37577', '36357', '33579', '33675', '50860', '23367', '25367', '33582', '36359', '33241', '36360', '33302', '50860', '36962', '25806', '33675', '33655', '33832', '33285', '5686', '33595', '33635', '72695', '33661', '63367', '26816', '26079', '26082', '36963', '33659', '24532', '26020', '25710', '35701', '51143', '33833', '33670', '33447', '63409', '36357', '23367', '33579', '33582', '24431', '33241', '36360', '37577', '26082', '33675', '33582', '33285', '33304', '33579', '33595', '72695', '50860', '25367', '63299', '25703', '37734', '36359', '33302', '36962', '25806', '33655', '33832', '5686', '26079', '36963', '33659', '24532', '33661', '63367', '26816', '23367', '24431', '37577', '26082', '36357', '33302', '33579', '33675', '50860', '23367', '25367', '33582', '78616', '26020', '26079', '25710', '35701', '33241', '36360', '33285', '33304', '33595', '72695', '36359', '36962', '25806', '33655', '33832', '5686', '63299', '25703', '37734', '24431', '36357', '33302', '23367', '33675', '33579', '33582', '24431', '36963', '26079', '36359', '26082', '33285', '37577', '50860', '25367', '33241', '36360', '33304', '33595', '72695', '78616', '26020', '25710', '35701', '23367', '33675', '24431', '33579', '36962', '25806', '36359', '33241', '36360', '33302', '50860', '36357', '33582', '37577', '26082', '25367', '36963', '26079', '33285', '24431', '33579', '23367', '33285', '33304', '33241', '36360', '37577', '26082', '33675', '33582', '36357', '33302', '36962', '25806', '36359', '50860', '23367', '24431', '50860', '33675', '37577', '26082', '36357', '33302', '33579', '33285', '33304', '33241', '36360', '33582', '24431', '33582', '33579', '36357', '33302', '23367', '33675', '50860', '37577', '26082', '33675', '23367', '24431', '33579', '33582', '36357', '33302', '33579', '24431', '23367', '33675', '23367', '24431', '33579', '24431', '23367', '24431']
16509	3	4	1,4-benzoquinone	108.09480	0.728	['132124', '22729', '25830', '36141', '3992', '17087', '36586', '36587', '36963', '72695', '36962', '25806', '50860', '25367', '33285', '33304', '33582', '36357', '50860', '33675', '33675', '23367', '33582', '33579', '33579', '24431', '33675', '23367', '23367', '33579', '24431', '24431', '23367', '24431']
16510	1	2	3-hydroxypropionate	89.07000	-0.929	['36059', '35757', '29067', '25696', '35406', '25699', '22563', '25741', '33273', '50860', '24870', '25806', '37577', '22563', '36358', '33582', '23367', '33304', '36357', '24870', '33675', '24431', '23367', '33579', '24431', '23367', '24431']
16513	1	2	hydroxymalonic acid	120.06086	-0.929	['35692', '131927', '33575', '36586', '35605', '64709', '36587', '36963', '24833', '50860', '72695', '36962', '25806', '24651', '33582', '50860', '25367', '33285', '33304', '25806', '33608', '37577', '33675', '33582', '36357', '50860', '33675', '33304', '33674', '33579', '33675', '23367', '33582', '33579', '33579', '24431', '33675', '23367', '23367', '33579', '24431', '24431', '23367', '24431']
16514	6	11	4',5,7-trihydroxy-3'-methoxyflavone	300.26290	3.05	['27116', '25401', '24698', '25241', '24043', '33822', '25698', '47916', '24651', '50860', '36963', '72544', '25806', '33608', '37577', '33582', '36962', '50860', '25806', '33304', '33674', '36357', '33675', '33285', '33582', '33304', '33675', '33579', '23367', '50860', '33675', '33579', '23367', '24431', '33582', '33579', '23367', '24431', '33675', '23367', '24431', '33579', '24431', '23367', '24431']
16521	9	14	lanosterol	426.71740	8.54	['35348', '26893', '138029', '15889', '36836', '36615', '51958', '35341', '36834', '35681', '26873', '33832', '33635', '51958', '18059', '35350', '30879', '24913', '72695', '33595', '33832', '33635', '50860', '33822', '35341', '18059', '50860', '25367', '72695', '33595', '33582', '24651', '50860', '51958', '18059', '33582', '36357', '25367', '33675', '25806', '33608', '37577', '33582', '33832', '33635', '50860', '33675', '23367', '36357', '33579', '33304', '33674', '36357', '33675', '72695', '33595', '33582', '33579', '24431', '23367', '33675', '33579', '23367', '50860', '25367', '24431', '33579', '23367', '24431', '33582', '36357', '23367', '24431', '33675', '24431', '33579', '23367', '24431']
16522	9	14	trans-zeatin	219.24332	0.626	['15333', '38643', '22527', '26401', '35875', '27171', '38101', '33833', '33672', '38166', '24532', '35352', '33659', '33636', '5686', '24532', '33671', '33285', '33832', '51143', '33655', '33595', '33285', '5686', '33832', '33635', '50860', '72695', '33302', '25367', '50860', '33595', '72695', '33582', '33675', '36357', '33582', '25367', '50860', '33675', '33579', '23367', '33675', '36357', '33582', '33579', '24431', '33579', '23367', '33675', '23367', '24431', '33579', '24431', '23367', '24431']
16525	16	29	taurochenodeoxycholic acid	499.70464	0.624	['23219', '36249', '36078', '35341', '51958', '18059', '33832', '33635', '50860', '72695', '33595', '33582', '50860', '25367', '33675', '33582', '36357', '33579', '33675', '23367', '33579', '24431', '23367', '24431']
16526	73	60	carbon dioxide	44.010	0.326	['64708', '138675', '23014', '50860', '33579', '25701', '36963', '33582', '23367', '25741', '72695', '36962', '25806', '33675', '24431', '25806', '37577', '50860', '25367', '33285', '33304', '33579', '33304', '36357', '33582', '50860', '33675', '23367', '33675', '33582', '33579', '24431', '33579', '33675', '23367', '23367', '33579', '24431', '24431', '23367', '24431']
16530	11	22	3-methyl-2-oxobutanoic acid	116.11520	0.403	['35910', '35871', '25384', '25754', '33575', '36586', '35605', '64709', '36587', '36963', '24833', '50860', '72695', '36962', '25806', '24651', '33582', '50860', '25367', '33285', '33304', '25806', '33608', '37577', '33675', '33582', '36357', '50860', '33675', '33304', '33674', '33579', '33675', '23367', '33582', '33579', '33579', '24431', '33675', '23367', '23367', '33579', '24431', '24431', '23367', '24431']
